# Time [s], Current [A], Terminal voltage [V], Temperature [K], csp_av [mol.m-3], csn_av [mol.m-3]
0.0000,5.0000,4.0379,298.1500,17038.0000,29866.0000
10.0000,5.0000,3.9839,298.3554,17138.3958,29787.0126
20.0000,5.0000,3.9662,298.5632,17238.7916,29708.0251
30.0000,5.0000,3.9553,298.7720,17339.1874,29629.0377
40.0000,5.0000,3.9480,298.9803,17439.5831,29550.0502
50.0000,5.0000,3.9429,299.1872,17539.9789,29471.0628
60.0000,5.0000,3.9386,299.3920,17640.3747,29392.0753
70.0000,5.0000,3.9364,299.5940,17740.7705,29313.0879
80.0000,5.0000,3.9351,299.7931,17841.1663,29234.1004
90.0000,5.0000,3.9336,299.9891,17941.5621,29155.1130
100.0000,5.0000,3.9325,300.1816,18041.9578,29076.1256
110.0000,5.0000,3.9314,300.3707,18142.3536,28997.1381
120.0000,5.0000,3.9309,300.5563,18242.7494,28918.1507
130.0000,5.0000,3.9302,300.7384,18343.1452,28839.1632
140.0000,5.0000,3.9296,300.9169,18443.5410,28760.1758
150.0000,5.0000,3.9295,301.0919,18543.9368,28681.1883
160.0000,5.0000,3.9290,301.2635,18644.3326,28602.2009
170.0000,5.0000,3.9284,301.4316,18744.7283,28523.2135
180.0000,5.0000,3.9282,301.5963,18845.1241,28444.2260
190.0000,5.0000,3.9279,301.7578,18945.5199,28365.2386
200.0000,5.0000,3.9273,301.9161,19045.9157,28286.2511
210.0000,5.0000,3.9266,302.0712,19146.3115,28207.2637
220.0000,5.0000,3.9256,302.2233,19246.7073,28128.2762
230.0000,5.0000,3.9246,302.3723,19347.1030,28049.2888
240.0000,5.0000,3.9235,302.5185,19447.4988,27970.3013
250.0000,5.0000,3.9219,302.6616,19547.8946,27891.3139
260.0000,5.0000,3.9201,302.8017,19648.2904,27812.3265
270.0000,5.0000,3.9184,302.9389,19748.6862,27733.3390
280.0000,5.0000,3.9164,303.0735,19849.0820,27654.3516
290.0000,5.0000,3.9141,303.2053,19949.4778,27575.3641
300.0000,5.0000,3.9117,303.3343,20049.8735,27496.3767
310.0000,5.0000,3.9092,303.4608,20150.2693,27417.3892
320.0000,5.0000,3.9066,303.5846,20250.6651,27338.4018
330.0000,5.0000,3.9044,303.7058,20351.0609,27259.4143
340.0000,5.0000,3.9023,303.8245,20451.4567,27180.4269
350.0000,5.0000,3.9003,303.9408,20551.8525,27101.4395
360.0000,5.0000,3.8983,304.0548,20652.2482,27022.4520
370.0000,5.0000,3.8958,304.1666,20752.6440,26943.4646
380.0000,5.0000,3.8932,304.2761,20853.0398,26864.4771
390.0000,5.0000,3.8907,304.3834,20953.4356,26785.4897
400.0000,5.0000,3.8881,304.4885,21053.8314,26706.5022
410.0000,5.0000,3.8854,304.5915,21154.2272,26627.5148
420.0000,5.0000,3.8827,304.6925,21254.6230,26548.5274
430.0000,5.0000,3.8798,304.7913,21355.0187,26469.5399
440.0000,5.0000,3.8772,304.8883,21455.4145,26390.5525
450.0000,5.0000,3.8746,304.9833,21555.8103,26311.5650
460.0000,5.0000,3.8719,305.0764,21656.2061,26232.5776
470.0000,5.0000,3.8692,305.1675,21756.6019,26153.5901
480.0000,5.0000,3.8666,305.2569,21856.9977,26074.6027
490.0000,5.0000,3.8640,305.3446,21957.3934,25995.6152
500.0000,5.0000,3.8615,305.4304,22057.7892,25916.6278
510.0000,5.0000,3.8589,305.5146,22158.1850,25837.6404
520.0000,5.0000,3.8565,305.5971,22258.5808,25758.6529
530.0000,5.0000,3.8540,305.6780,22358.9766,25679.6655
540.0000,5.0000,3.8514,305.7572,22459.3724,25600.6780
550.0000,5.0000,3.8491,305.8349,22559.7682,25521.6906
560.0000,5.0000,3.8467,305.9111,22660.1639,25442.7031
570.0000,5.0000,3.8443,305.9858,22760.5597,25363.7157
580.0000,5.0000,3.8420,306.0589,22860.9555,25284.7282
590.0000,5.0000,3.8395,306.1307,22961.3513,25205.7408
600.0000,5.0000,3.8374,306.2009,23061.7471,25126.7534
610.0000,5.0000,3.8353,306.2698,23162.1429,25047.7659
620.0000,5.0000,3.8331,306.3373,23262.5386,24968.7785
630.0000,5.0000,3.8311,306.4036,23362.9344,24889.7910
640.0000,5.0000,3.8291,306.4685,23463.3302,24810.8036
650.0000,5.0000,3.8268,306.5321,23563.7260,24731.8161
660.0000,5.0000,3.8252,306.5945,23664.1218,24652.8287
670.0000,5.0000,3.8235,306.6556,23764.5176,24573.8413
680.0000,5.0000,3.8212,306.7156,23864.9134,24494.8538
690.0000,5.0000,3.8193,306.7744,23965.3091,24415.8664
700.0000,5.0000,3.8181,306.8321,24065.7049,24336.8789
710.0000,5.0000,3.8160,306.8886,24166.1007,24257.8915
720.0000,5.0000,3.8138,306.9441,24266.4965,24178.9040
730.0000,5.0000,3.8126,306.9986,24366.8923,24099.9166
740.0000,5.0000,3.8114,307.0519,24467.2881,24020.9291
750.0000,5.0000,3.8091,307.1042,24567.6838,23941.9417
760.0000,5.0000,3.8075,307.1556,24668.0796,23862.9543
770.0000,5.0000,3.8063,307.2060,24768.4754,23783.9668
780.0000,5.0000,3.8047,307.2553,24868.8712,23704.9794
790.0000,5.0000,3.8029,307.3038,24969.2670,23625.9919
800.0000,5.0000,3.8014,307.3514,25069.6628,23547.0045
810.0000,5.0000,3.8000,307.3982,25170.0585,23468.0170
820.0000,5.0000,3.7983,307.4440,25270.4543,23389.0296
830.0000,5.0000,3.7968,307.4890,25370.8501,23310.0421
840.0000,5.0000,3.7952,307.5333,25471.2459,23231.0547
850.0000,5.0000,3.7936,307.5768,25571.6417,23152.0673
860.0000,5.0000,3.7919,307.6196,25672.0375,23073.0798
870.0000,5.0000,3.7902,307.6616,25772.4333,22994.0924
880.0000,5.0000,3.7883,307.7030,25872.8290,22915.1049
890.0000,5.0000,3.7864,307.7438,25973.2248,22836.1175
900.0000,5.0000,3.7843,307.7838,26073.6206,22757.1300
910.0000,5.0000,3.7821,307.8234,26174.0164,22678.1426
920.0000,5.0000,3.7795,307.8624,26274.4122,22599.1551
930.0000,5.0000,3.7766,307.9009,26374.8080,22520.1677
940.0000,5.0000,3.7740,307.9387,26475.2037,22441.1803
950.0000,5.0000,3.7705,307.9761,26575.5995,22362.1928
960.0000,5.0000,3.7668,308.0130,26675.9953,22283.2054
970.0000,5.0000,3.7639,308.0493,26776.3911,22204.2179
980.0000,5.0000,3.7609,308.0850,26876.7869,22125.2305
990.0000,5.0000,3.7579,308.1203,26977.1827,22046.2430
1000.0000,5.0000,3.7558,308.1552,27077.5785,21967.2556
1010.0000,5.0000,3.7529,308.1895,27177.9742,21888.2682
1020.0000,5.0000,3.7497,308.2234,27278.3700,21809.2807
1030.0000,5.0000,3.7474,308.2569,27378.7658,21730.2933
1040.0000,5.0000,3.7444,308.2900,27479.1616,21651.3058
1050.0000,5.0000,3.7416,308.3225,27579.5574,21572.3184
1060.0000,5.0000,3.7384,308.3546,27679.9532,21493.3309
1070.0000,5.0000,3.7356,308.3862,27780.3489,21414.3435
1080.0000,5.0000,3.7330,308.4174,27880.7447,21335.3560
1090.0000,5.0000,3.7301,308.4481,27981.1405,21256.3686
1100.0000,5.0000,3.7269,308.4784,28081.5363,21177.3812
1110.0000,5.0000,3.7240,308.5081,28181.9321,21098.3937
1120.0000,5.0000,3.7212,308.5374,28282.3279,21019.4063
1130.0000,5.0000,3.7180,308.5661,28382.7237,20940.4188
1140.0000,5.0000,3.7149,308.5943,28483.1194,20861.4314
1150.0000,5.0000,3.7122,308.6220,28583.5152,20782.4439
1160.0000,5.0000,3.7094,308.6494,28683.9110,20703.4565
1170.0000,5.0000,3.7060,308.6762,28784.3068,20624.4690
1180.0000,5.0000,3.7029,308.7023,28884.7026,20545.4816
1190.0000,5.0000,3.6999,308.7279,28985.0984,20466.4942
1200.0000,5.0000,3.6968,308.7529,29085.4941,20387.5067
1210.0000,5.0000,3.6933,308.7773,29185.8899,20308.5193
1220.0000,5.0000,3.6897,308.8007,29286.2857,20229.5318
1230.0000,5.0000,3.6866,308.8233,29386.6815,20150.5444
1240.0000,5.0000,3.6837,308.8454,29487.0773,20071.5569
1250.0000,5.0000,3.6808,308.8669,29587.4731,19992.5695
1260.0000,5.0000,3.6774,308.8876,29687.8689,19913.5821
1270.0000,5.0000,3.6739,308.9074,29788.2646,19834.5946
1280.0000,5.0000,3.6710,308.9267,29888.6604,19755.6072
1290.0000,5.0000,3.6681,308.9453,29989.0562,19676.6197
1300.0000,5.0000,3.6646,308.9633,30089.4520,19597.6323
1310.0000,5.0000,3.6614,308.9806,30189.8478,19518.6448
1320.0000,5.0000,3.6585,308.9973,30290.2436,19439.6574
1330.0000,5.0000,3.6555,309.0135,30390.6393,19360.6699
1340.0000,5.0000,3.6525,309.0292,30491.0351,19281.6825
1350.0000,5.0000,3.6497,309.0444,30591.4309,19202.6951
1360.0000,5.0000,3.6471,309.0592,30691.8267,19123.7076
1370.0000,5.0000,3.6449,309.0737,30792.2225,19044.7202
1380.0000,5.0000,3.6425,309.0878,30892.6183,18965.7327
1390.0000,5.0000,3.6397,309.1017,30993.0141,18886.7453
1400.0000,5.0000,3.6372,309.1154,31093.4098,18807.7578
1410.0000,5.0000,3.6346,309.1287,31193.8056,18728.7704
1420.0000,5.0000,3.6318,309.1418,31294.2014,18649.7829
1430.0000,5.0000,3.6293,309.1545,31394.5972,18570.7955
1440.0000,5.0000,3.6270,309.1670,31494.9930,18491.8081
1450.0000,5.0000,3.6244,309.1793,31595.3888,18412.8206
1460.0000,5.0000,3.6219,309.1915,31695.7845,18333.8332
1470.0000,5.0000,3.6194,309.2033,31796.1803,18254.8457
1480.0000,5.0000,3.6171,309.2150,31896.5761,18175.8583
1490.0000,5.0000,3.6144,309.2264,31996.9719,18096.8708
1500.0000,5.0000,3.6118,309.2377,32097.3677,18017.8834
1510.0000,5.0000,3.6094,309.2488,32197.7635,17938.8960
1520.0000,5.0000,3.6068,309.2597,32298.1593,17859.9085
1530.0000,5.0000,3.6042,309.2702,32398.5550,17780.9211
1540.0000,5.0000,3.6020,309.2806,32498.9508,17701.9336
1550.0000,5.0000,3.6000,309.2910,32599.3466,17622.9462
1560.0000,5.0000,3.5978,309.3012,32699.7424,17543.9587
1570.0000,5.0000,3.5953,309.3111,32800.1382,17464.9713
1580.0000,5.0000,3.5929,309.3209,32900.5340,17385.9838
1590.0000,5.0000,3.5910,309.3306,33000.9297,17306.9964
1600.0000,5.0000,3.5890,309.3401,33101.3255,17228.0090
1610.0000,5.0000,3.5868,309.3495,33201.7213,17149.0215
1620.0000,5.0000,3.5844,309.3588,33302.1171,17070.0341
1630.0000,5.0000,3.5820,309.3680,33402.5129,16991.0466
1640.0000,5.0000,3.5797,309.3769,33502.9087,16912.0592
1650.0000,5.0000,3.5777,309.3857,33603.3045,16833.0717
1660.0000,5.0000,3.5756,309.3944,33703.7002,16754.0843
1670.0000,5.0000,3.5734,309.4030,33804.0960,16675.0968
1680.0000,5.0000,3.5713,309.4115,33904.4918,16596.1094
1690.0000,5.0000,3.5695,309.4198,34004.8876,16517.1220
1700.0000,5.0000,3.5679,309.4280,34105.2834,16438.1345
1710.0000,5.0000,3.5661,309.4361,34205.6792,16359.1471
1720.0000,5.0000,3.5645,309.4441,34306.0749,16280.1596
1730.0000,5.0000,3.5630,309.4521,34406.4707,16201.1722
1740.0000,5.0000,3.5611,309.4601,34506.8665,16122.1847
1750.0000,5.0000,3.5591,309.4680,34607.2623,16043.1973
1760.0000,5.0000,3.5571,309.4758,34707.6581,15964.2099
1770.0000,5.0000,3.5550,309.4834,34808.0539,15885.2224
1780.0000,5.0000,3.5532,309.4910,34908.4497,15806.2350
1790.0000,5.0000,3.5517,309.4985,35008.8454,15727.2475
1800.0000,5.0000,3.5499,309.5061,35109.2412,15648.2601
1810.0000,5.0000,3.5477,309.5136,35209.6370,15569.2726
1820.0000,5.0000,3.5457,309.5210,35310.0328,15490.2852
1830.0000,5.0000,3.5441,309.5283,35410.4286,15411.2977
1840.0000,5.0000,3.5425,309.5354,35510.8244,15332.3103
1850.0000,5.0000,3.5407,309.5425,35611.2201,15253.3229
1860.0000,5.0000,3.5393,309.5496,35711.6159,15174.3354
1870.0000,5.0000,3.5381,309.5568,35812.0117,15095.3480
1880.0000,5.0000,3.5365,309.5639,35912.4075,15016.3605
1890.0000,5.0000,3.5347,309.5711,36012.8033,14937.3731
1900.0000,5.0000,3.5330,309.5783,36113.1991,14858.3856
1910.0000,5.0000,3.5311,309.5857,36213.5949,14779.3982
1920.0000,5.0000,3.5292,309.5929,36313.9906,14700.4107
1930.0000,5.0000,3.5273,309.6000,36414.3864,14621.4233
1940.0000,5.0000,3.5253,309.6070,36514.7822,14542.4359
1950.0000,5.0000,3.5235,309.6139,36615.1780,14463.4484
1960.0000,5.0000,3.5222,309.6209,36715.5738,14384.4610
1970.0000,5.0000,3.5213,309.6280,36815.9696,14305.4735
1980.0000,5.0000,3.5198,309.6352,36916.3653,14226.4861
1990.0000,5.0000,3.5179,309.6423,37016.7611,14147.4986
2000.0000,5.0000,3.5165,309.6495,37117.1569,14068.5112
2010.0000,5.0000,3.5151,309.6569,37217.5527,13989.5238
2020.0000,5.0000,3.5134,309.6643,37317.9485,13910.5363
2030.0000,5.0000,3.5117,309.6717,37418.3443,13831.5489
2040.0000,5.0000,3.5098,309.6793,37518.7401,13752.5614
2050.0000,5.0000,3.5081,309.6868,37619.1358,13673.5740
2060.0000,5.0000,3.5063,309.6943,37719.5316,13594.5865
2070.0000,5.0000,3.5045,309.7018,37819.9274,13515.5991
2080.0000,5.0000,3.5030,309.7094,37920.3232,13436.6116
2090.0000,5.0000,3.5014,309.7172,38020.7190,13357.6242
2100.0000,5.0000,3.4996,309.7251,38121.1148,13278.6368
2110.0000,5.0000,3.4981,309.7329,38221.5105,13199.6493
2120.0000,5.0000,3.4967,309.7408,38321.9063,13120.6619
2130.0000,5.0000,3.4948,309.7490,38422.3021,13041.6744
2140.0000,5.0000,3.4931,309.7573,38522.6979,12962.6870
2150.0000,5.0000,3.4914,309.7656,38623.0937,12883.6995
2160.0000,5.0000,3.4893,309.7738,38723.4895,12804.7121
2170.0000,5.0000,3.4874,309.7822,38823.8852,12725.7246
2180.0000,5.0000,3.4857,309.7907,38924.2810,12646.7372
2190.0000,5.0000,3.4838,309.7993,39024.6768,12567.7498
2200.0000,5.0000,3.4819,309.8079,39125.0726,12488.7623
2210.0000,5.0000,3.4798,309.8166,39225.4684,12409.7749
2220.0000,5.0000,3.4777,309.8252,39325.8642,12330.7874
2230.0000,5.0000,3.4762,309.8339,39426.2600,12251.8000
2240.0000,5.0000,3.4747,309.8426,39526.6557,12172.8125
2250.0000,5.0000,3.4728,309.8516,39627.0515,12093.8251
2260.0000,5.0000,3.4708,309.8606,39727.4473,12014.8377
2270.0000,5.0000,3.4691,309.8696,39827.8431,11935.8502
2280.0000,5.0000,3.4673,309.8788,39928.2389,11856.8628
2290.0000,5.0000,3.4653,309.8880,40028.6347,11777.8753
2300.0000,5.0000,3.4632,309.8972,40129.0304,11698.8879
2310.0000,5.0000,3.4613,309.9065,40229.4262,11619.9004
2320.0000,5.0000,3.4593,309.9159,40329.8220,11540.9130
2330.0000,5.0000,3.4574,309.9254,40430.2178,11461.9255
2340.0000,5.0000,3.4554,309.9351,40530.6136,11382.9381
2350.0000,5.0000,3.4532,309.9448,40631.0094,11303.9507
2360.0000,5.0000,3.4509,309.9546,40731.4052,11224.9632
2370.0000,5.0000,3.4485,309.9644,40831.8009,11145.9758
2380.0000,5.0000,3.4462,309.9743,40932.1967,11066.9883
2390.0000,5.0000,3.4440,309.9843,41032.5925,10988.0009
2400.0000,5.0000,3.4416,309.9944,41132.9883,10909.0134
2410.0000,5.0000,3.4388,310.0045,41233.3841,10830.0260
2420.0000,5.0000,3.4362,310.0146,41333.7799,10751.0385
2430.0000,5.0000,3.4336,310.0247,41434.1756,10672.0511
2440.0000,5.0000,3.4311,310.0347,41534.5714,10593.0637
2450.0000,5.0000,3.4286,310.0447,41634.9672,10514.0762
2460.0000,5.0000,3.4262,310.0547,41735.3630,10435.0888
2470.0000,5.0000,3.4238,310.0648,41835.7588,10356.1013
2480.0000,5.0000,3.4216,310.0750,41936.1546,10277.1139
2490.0000,5.0000,3.4192,310.0854,42036.5504,10198.1264
2500.0000,5.0000,3.4167,310.0957,42136.9461,10119.1390
2510.0000,5.0000,3.4143,310.1061,42237.3419,10040.1516
2520.0000,5.0000,3.4114,310.1167,42337.7377,9961.1641
2530.0000,5.0000,3.4085,310.1273,42438.1335,9882.1767
2540.0000,5.0000,3.4059,310.1380,42538.5293,9803.1892
2550.0000,5.0000,3.4031,310.1488,42638.9251,9724.2018
2560.0000,5.0000,3.4003,310.1596,42739.3208,9645.2143
2570.0000,5.0000,3.3975,310.1705,42839.7166,9566.2269
2580.0000,5.0000,3.3946,310.1814,42940.1124,9487.2394
2590.0000,5.0000,3.3918,310.1924,43040.5082,9408.2520
2600.0000,5.0000,3.3891,310.2034,43140.9040,9329.2646
2610.0000,5.0000,3.3863,310.2145,43241.2998,9250.2771
2620.0000,5.0000,3.3831,310.2255,43341.6956,9171.2897
2630.0000,5.0000,3.3800,310.2364,43442.0913,9092.3022
2640.0000,5.0000,3.3769,310.2471,43542.4871,9013.3148
2650.0000,5.0000,3.3737,310.2574,43642.8829,8934.3273
2660.0000,5.0000,3.3706,310.2675,43743.2787,8855.3399
2670.0000,5.0000,3.3677,310.2775,43843.6745,8776.3524
2680.0000,5.0000,3.3649,310.2873,43944.0703,8697.3650
2690.0000,5.0000,3.3619,310.2970,44044.4660,8618.3776
2700.0000,5.0000,3.3588,310.3064,44144.8618,8539.3901
2710.0000,5.0000,3.3559,310.3156,44245.2576,8460.4027
2720.0000,5.0000,3.3531,310.3246,44345.6534,8381.4152
2730.0000,5.0000,3.3501,310.3332,44446.0492,8302.4278
2740.0000,5.0000,3.3472,310.3416,44546.4450,8223.4403
2750.0000,5.0000,3.3444,310.3498,44646.8408,8144.4529
2760.0000,5.0000,3.3418,310.3578,44747.2365,8065.4654
2770.0000,5.0000,3.3393,310.3656,44847.6323,7986.4780
2780.0000,5.0000,3.3367,310.3733,44948.0281,7907.4906
2790.0000,5.0000,3.3342,310.3809,45048.4239,7828.5031
2800.0000,5.0000,3.3317,310.3884,45148.8197,7749.5157
2810.0000,5.0000,3.3294,310.3960,45249.2155,7670.5282
2820.0000,5.0000,3.3270,310.4036,45349.6112,7591.5408
2830.0000,5.0000,3.3247,310.4113,45450.0070,7512.5533
2840.0000,5.0000,3.3226,310.4192,45550.4028,7433.5659
2850.0000,5.0000,3.3203,310.4272,45650.7986,7354.5785
2860.0000,5.0000,3.3179,310.4355,45751.1944,7275.5910
2870.0000,5.0000,3.3152,310.4440,45851.5902,7196.6036
2880.0000,5.0000,3.3124,310.4530,45951.9860,7117.6161
2890.0000,5.0000,3.3095,310.4624,46052.3817,7038.6287
2900.0000,5.0000,3.3064,310.4723,46152.7775,6959.6412
2910.0000,5.0000,3.3023,310.4823,46253.1733,6880.6538
2920.0000,5.0000,3.2986,310.4926,46353.5691,6801.6663
2930.0000,5.0000,3.2958,310.5034,46453.9649,6722.6789
2940.0000,5.0000,3.2934,310.5147,46554.3607,6643.6915
2950.0000,5.0000,3.2907,310.5265,46654.7564,6564.7040
2960.0000,5.0000,3.2878,310.5389,46755.1522,6485.7166
2970.0000,5.0000,3.2851,310.5518,46855.5480,6406.7291
2980.0000,5.0000,3.2824,310.5654,46955.9438,6327.7417
2990.0000,5.0000,3.2797,310.5795,47056.3396,6248.7542
3000.0000,5.0000,3.2766,310.5944,47156.7354,6169.7668
3010.0000,5.0000,3.2731,310.6098,47257.1312,6090.7793
3020.0000,5.0000,3.2693,310.6257,47357.5269,6011.7919
3030.0000,5.0000,3.2652,310.6421,47457.9227,5932.8045
3040.0000,5.0000,3.2606,310.6590,47558.3185,5853.8170
3050.0000,5.0000,3.2551,310.6759,47658.7143,5774.8296
3060.0000,5.0000,3.2495,310.6927,47759.1101,5695.8421
3070.0000,5.0000,3.2433,310.7096,47859.5059,5616.8547
3080.0000,5.0000,3.2370,310.7264,47959.9016,5537.8672
3090.0000,5.0000,3.2310,310.7433,48060.2974,5458.8798
3100.0000,5.0000,3.2250,310.7603,48160.6932,5379.8924
3110.0000,5.0000,3.2185,310.7776,48261.0890,5300.9049
3120.0000,5.0000,3.2112,310.7951,48361.4848,5221.9175
3130.0000,5.0000,3.2038,310.8127,48461.8806,5142.9300
3140.0000,5.0000,3.1958,310.8303,48562.2764,5063.9426
3150.0000,5.0000,3.1876,310.8474,48662.6721,4984.9551
3160.0000,5.0000,3.1807,310.8644,48763.0679,4905.9677
3170.0000,5.0000,3.1722,310.8818,48863.4637,4826.9802
3180.0000,5.0000,3.1628,310.8990,48963.8595,4747.9928
3190.0000,5.0000,3.1555,310.9165,49064.2553,4669.0054
3200.0000,5.0000,3.1481,310.9343,49164.6511,4590.0179
3210.0000,5.0000,3.1381,310.9521,49265.0468,4511.0305
3220.0000,5.0000,3.1278,310.9698,49365.4426,4432.0430
3230.0000,5.0000,3.1197,310.9881,49465.8384,4353.0556
3240.0000,5.0000,3.1096,311.0074,49566.2342,4274.0681
3250.0000,5.0000,3.0971,311.0262,49666.6300,4195.0807
3260.0000,5.0000,3.0871,311.0449,49767.0258,4116.0932
3270.0000,5.0000,3.0781,311.0637,49867.4216,4037.1058
3280.0000,5.0000,3.0692,311.0827,49967.8173,3958.1184
3290.0000,5.0000,3.0604,311.1021,50068.2131,3879.1309
3300.0000,5.0000,3.0513,311.1220,50168.6089,3800.1435
3310.0000,5.0000,3.0419,311.1423,50269.0047,3721.1560
3320.0000,5.0000,3.0316,311.1631,50369.4005,3642.1686
3330.0000,5.0000,3.0200,311.1847,50469.7963,3563.1811
3340.0000,5.0000,3.0065,311.2071,50570.1920,3484.1937
3350.0000,5.0000,2.9959,311.2289,50670.5878,3405.2063
3360.0000,5.0000,2.9881,311.2509,50770.9836,3326.2188
3370.0000,5.0000,2.9812,311.2740,50871.3794,3247.2314
3380.0000,5.0000,2.9687,311.2981,50971.7752,3168.2439
3390.0000,5.0000,2.9561,311.3224,51072.1710,3089.2565
3400.0000,5.0000,2.9439,311.3475,51172.5668,3010.2690
3410.0000,5.0000,2.9299,311.3732,51272.9625,2931.2816
3420.0000,5.0000,2.9163,311.3995,51373.3583,2852.2941
3430.0000,5.0000,2.9036,311.4265,51473.7541,2773.3067
3440.0000,5.0000,2.8907,311.4542,51574.1499,2694.3193
3450.0000,5.0000,2.8767,311.4828,51674.5457,2615.3318
3460.0000,5.0000,2.8599,311.5123,51774.9415,2536.3444
3470.0000,5.0000,2.8375,311.5430,51875.3372,2457.3569
3480.0000,5.0000,2.8068,311.5746,51975.7330,2378.3695
3490.0000,5.0000,2.7819,311.6067,52076.1288,2299.3820
3500.0000,5.0000,2.7640,311.6397,52176.5246,2220.3946
3510.0000,5.0000,2.7282,311.6744,52276.9204,2141.4071
3520.0000,5.0000,2.6809,311.7099,52377.3162,2062.4197
3530.0000,5.0000,2.6405,311.7466,52477.7119,1983.4323
3540.0000,5.0000,2.5832,311.7846,52578.1077,1904.4448
3550.0000,5.0000,2.5110,311.8239,52678.5035,1825.4574
3551.7005,5.0000,2.4993,311.8308,52695.5759,1812.0255
